epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2434.01,0.33898,0.14818,0.8911,0.99362,0.99713,0.99497,0.92783,0.31331,0.10108,0.89423,0.000173451,0.000173451,0.000173451
183,2495.8,0.33562,0.14112,0.88201,0.99651,0.99713,0.995,0.92858,0.31085,0.09779,0.89257,0.0001652,0.0001652,0.0001652
184,2557.8,0.33219,0.13565,0.88718,0.99576,0.9922,0.99491,0.92826,0.31229,0.10498,0.89296,0.000156948,0.000156948,0.000156948
185,2619.86,0.33299,0.14347,0.88799,0.99649,0.9941,0.99494,0.927,0.32128,0.12231,0.89558,0.000148696,0.000148696,0.000148696
186,2681.74,0.33821,0.14499,0.88728,0.99648,0.99297,0.99497,0.92838,0.31812,0.12186,0.89334,0.000140445,0.000140445,0.000140445
187,2744.2,0.34118,0.14545,0.88467,0.99654,0.99016,0.99489,0.926,0.31277,0.13249,0.89211,0.000132193,0.000132193,0.000132193
188,2806.72,0.33581,0.14338,0.8879,0.99554,0.99685,0.99497,0.92857,0.31604,0.12709,0.89366,0.000123941,0.000123941,0.000123941
189,2869,0.34085,0.14579,0.88584,0.99651,0.99685,0.99497,0.92771,0.32149,0.12152,0.89777,0.00011569,0.00011569,0.00011569
190,2931.33,0.33556,0.13987,0.8855,0.99663,0.99713,0.99497,0.92778,0.32007,0.12096,0.89862,0.000107438,0.000107438,0.000107438
191,3004.71,0.26307,0.09599,0.85723,0.99813,0.99138,0.99494,0.92804,0.32061,0.11889,0.89876,9.91865e-05,9.91865e-05,9.91865e-05
192,3066.83,0.2574,0.09261,0.84878,0.99331,0.9969,0.99497,0.92967,0.32183,0.11978,0.89832,9.09349e-05,9.09349e-05,9.09349e-05
193,3128.83,0.25428,0.08973,0.84413,0.99712,0.9954,0.99494,0.92825,0.32124,0.12229,0.89819,8.26832e-05,8.26832e-05,8.26832e-05
194,3190.63,0.25149,0.09046,0.8444,0.99957,0.99475,0.995,0.92879,0.31719,0.09881,0.89756,7.44316e-05,7.44316e-05,7.44316e-05
195,3252.17,0.25116,0.08959,0.84557,0.99989,0.99529,0.995,0.92705,0.31739,0.09922,0.898,6.61799e-05,6.61799e-05,6.61799e-05
196,3313.62,0.24931,0.08781,0.84052,0.99665,0.99644,0.99497,0.9271,0.31967,0.10115,0.89919,5.79283e-05,5.79283e-05,5.79283e-05
197,3375.21,0.24933,0.09109,0.84186,0.99906,0.99595,0.995,0.92726,0.31892,0.10083,0.89852,4.96766e-05,4.96766e-05,4.96766e-05
198,3436.51,0.24958,0.09171,0.84434,0.99965,0.99386,0.995,0.92783,0.3188,0.09985,0.89849,4.1425e-05,4.1425e-05,4.1425e-05
199,3497.18,0.24639,0.08765,0.84087,1,0.99632,0.995,0.92801,0.31855,0.10165,0.89878,3.31733e-05,3.31733e-05,3.31733e-05
200,3558.92,0.24249,0.08685,0.84556,0.99634,0.9969,0.995,0.92871,0.32028,0.10197,0.89937,2.49217e-05,2.49217e-05,2.49217e-05
